Device,Assay,Time (UTC),Sample Numb.,Activity,Act(raw),Act(offset),Transmission(%),Sample Notes,Notes,Descr,origin,overall_dq_check
Leander,GUS,08/11/2025 0:27,1,5.8,9.428,3.623,81.91,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 2:27,1,5.54,9.159,3.623,81.91,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 3:27,1,5.53,9.154,3.623,81.86,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 4:27,1,5.38,9.002,3.623,81.76,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 5:27,1,5.24,8.861,3.623,81.55,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 6:27,1,5.14,8.765,3.623,81.72,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 7:27,1,5.4,9.023,3.623,81.53,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 8:27,1,5.05,8.673,3.623,81.38,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 9:27,1,4.99,8.609,3.623,81.02,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 10:27,1,4.93,8.551,3.623,80.97,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 11:27,1,4.9,8.522,3.623,80.44,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 12:27,1,5.22,8.841,3.623,80.13,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 13:27,1,5.37,8.994,3.623,80.2,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 14:27,1,5.12,8.743,3.623,80.36,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 15:27,1,5.22,8.844,3.623,80.7,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 16:27,1,5.34,8.959,3.623,81.09,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 17:27,1,5.53,9.157,3.623,80.18,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 18:27,1,5.53,9.158,3.623,81.31,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 19:27,1,5.6,9.228,3.623,81.39,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 20:27,1,5.66,9.279,3.623,81.6,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 21:27,1,5.75,9.37,3.623,81.54,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 22:27,1,5.82,9.447,3.623,81.66,,,,ColiMinder,PASS
Leander,GUS,08/11/2025 23:27,1,5.94,9.561,3.623,81.71,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 0:27,1,5.81,9.432,3.623,81.67,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 1:27,1,5.94,9.463,3.525,81.77,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 2:27,1,5.88,9.406,3.525,81.84,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 3:27,1,5.71,9.234,3.525,81.67,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 4:27,1,5.52,9.047,3.525,81.87,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 5:27,1,5.47,8.999,3.525,81.78,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 6:27,1,5.41,8.937,3.525,81.81,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 7:27,1,5.31,8.839,3.525,81.81,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 8:27,1,5.54,9.063,3.525,81.81,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 9:27,1,5.62,9.146,3.525,81.77,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 10:27,1,5.42,8.943,3.525,81.64,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 11:27,1,5.53,9.057,3.525,81.7,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 12:27,1,5.52,9.045,3.525,81.7,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 13:27,1,5.44,8.962,3.525,81.81,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 14:27,1,5.48,9.01,3.525,81.96,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 15:27,1,5.3,8.827,3.525,82.17,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 16:27,1,5.34,8.862,3.525,82.31,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 17:27,1,5.35,8.871,3.525,82.29,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 18:27,1,5.3,8.826,3.525,82.41,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 19:27,1,5.25,8.78,3.525,82.52,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 20:27,1,5.28,8.801,3.525,82.45,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 21:27,1,5.14,8.661,3.525,82.56,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 22:27,1,5.03,8.556,3.525,82.58,,,,ColiMinder,PASS
Leander,GUS,09/11/2025 23:27,1,4.9,8.424,3.525,82.51,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 0:27,1,4.84,8.361,3.525,82.58,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 1:27,1,5.48,8.722,3.237,82.47,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 2:27,1,5.11,8.348,3.237,82.56,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 3:27,1,5.13,8.37,3.237,82.41,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 4:27,1,5.16,8.395,3.237,82.47,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 5:27,1,5.24,8.481,3.237,82.41,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 6:27,1,5.18,8.421,3.237,82.41,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 7:27,1,5.17,8.405,3.237,82.38,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 8:27,1,5.12,8.362,3.237,82.27,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 9:27,1,5.01,8.244,3.237,82.17,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 10:27,1,5.15,8.387,3.237,82.03,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 11:27,1,4.97,8.211,3.237,81.91,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 12:27,1,5.03,8.264,3.237,81.9,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 13:27,1,4.91,8.146,3.237,81.82,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 14:27,1,5.53,8.766,3.237,81.87,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 15:27,1,5.66,8.899,3.237,81.92,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 16:27,1,5.82,9.058,3.237,81.92,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 17:27,1,5.6,8.838,3.237,82.07,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 18:27,1,5.54,8.782,3.237,82.15,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 19:27,1,5.62,8.855,3.237,82.32,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 20:27,1,5.44,8.681,3.237,82.33,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 21:27,1,5.38,8.62,3.237,82.43,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 22:27,1,5.61,8.848,3.237,82.35,,,,ColiMinder,PASS
Leander,GUS,10/11/2025 23:27,1,5.82,9.056,3.237,82.35,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 0:27,1,5.88,9.12,3.237,82.38,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 1:27,1,6.08,9.159,3.079,82.39,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 2:27,1,5.81,8.893,3.079,82.44,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 3:27,1,5.54,8.624,3.079,82.47,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 4:27,1,5.53,8.61,3.079,82.46,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 5:27,1,5.41,8.489,3.079,82.36,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 6:27,1,5.32,8.4,3.079,82.31,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 7:27,1,5.32,8.396,3.079,82.34,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 8:27,1,5.13,8.21,3.079,82.29,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 9:27,1,5.09,8.169,3.079,82.17,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 10:27,1,5.12,8.201,3.079,82.2,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 11:27,1,5.41,8.488,3.079,82.17,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 12:27,1,5.54,8.622,3.079,82.22,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 13:27,1,5.64,8.719,3.079,82.13,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 14:27,1,5.67,8.745,3.079,82.38,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 15:27,1,5.77,8.849,3.079,82.48,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 16:27,1,5.7,8.782,3.079,82.54,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 17:27,1,5.44,8.518,3.079,82.58,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 18:27,1,5.58,8.655,3.079,82.61,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 19:27,1,5.28,8.359,3.079,82.5,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 20:27,1,5.26,8.339,3.079,82.52,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 21:27,1,5.16,8.234,3.079,82.6,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 22:27,1,5.11,8.193,3.079,82.62,,,,ColiMinder,PASS
Leander,GUS,11/11/2025 23:27,1,5.12,8.199,3.079,82.64,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 0:27,1,5.32,8.397,3.079,82.67,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 1:27,1,5.48,8.395,2.913,82.68,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 2:27,1,5.62,8.529,2.913,81.75,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 3:27,1,5.42,8.335,2.913,82.63,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 4:27,1,5.36,8.277,2.913,82.63,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 5:27,1,5.81,8.721,2.913,82.59,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 6:27,1,5.18,8.09,2.913,82.52,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 7:27,1,4.78,7.696,2.913,82.36,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 8:27,1,4.82,7.732,2.913,82.17,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 9:27,1,4.74,7.655,2.913,82.14,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 10:27,1,4.57,7.484,2.913,81.86,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 11:27,1,4.76,7.674,2.913,81.67,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 12:27,1,4.74,7.651,2.913,81.47,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 13:27,1,4.4,7.311,2.913,81.55,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 14:27,1,4.35,7.267,2.913,81.64,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 15:27,1,4.45,7.361,2.913,81.94,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 16:27,1,4.01,6.921,2.913,82.21,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 17:27,1,4.18,7.092,2.913,82.37,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 18:27,1,4.12,7.034,2.913,82.29,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 19:27,1,3.96,6.87,2.913,82.39,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 20:27,1,4,6.915,2.913,82.54,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 21:28,1,3.91,6.827,2.913,82.57,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 22:27,1,4.06,6.973,2.913,82.66,,,,ColiMinder,PASS
Leander,GUS,12/11/2025 23:27,1,4,6.911,2.913,82.69,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 0:27,1,3.9,6.814,2.913,82.74,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 1:27,1,4.2,6.921,2.722,82.77,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 2:27,1,4.15,6.871,2.722,82.73,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 3:27,1,4.13,6.849,2.722,82.79,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 4:27,1,4.14,6.861,2.722,82.75,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 5:27,1,4.12,6.838,2.722,82.76,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 6:27,1,4.14,6.862,2.722,82.74,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 7:27,1,4.16,6.878,2.722,82.59,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 8:27,1,4.42,7.142,2.722,82.61,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 9:27,1,4.18,6.899,2.722,82.53,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 10:27,1,4.24,6.96,2.722,82.36,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 11:27,1,4.23,6.954,2.722,82.41,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 12:27,1,4.34,7.06,2.722,82.22,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 13:27,1,4.53,7.257,2.722,82.12,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 14:27,1,4.71,7.435,2.722,82.09,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 15:27,1,4.78,7.503,2.722,82.12,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 16:27,1,4.8,7.519,2.722,82.13,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 17:27,1,4.76,7.485,2.722,82.22,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 18:27,1,4.93,7.653,2.722,82.32,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 19:27,1,4.97,7.696,2.722,82.27,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 20:27,1,5.4,8.126,2.722,82.39,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 21:27,1,5.36,8.082,2.722,82.4,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 22:27,1,5.06,7.783,2.722,82.44,,,,ColiMinder,PASS
Leander,GUS,13/11/2025 23:27,1,4.98,7.706,2.722,82.48,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 0:27,1,4.85,7.577,2.722,82.53,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 1:27,1,4.9,7.551,2.651,82.64,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 2:27,1,4.46,7.107,2.651,82.66,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 3:27,1,4.45,7.104,2.651,82.69,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 4:27,1,4.3,6.955,2.651,82.75,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 5:27,1,4.3,6.948,2.651,82.68,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 6:27,1,4.24,6.89,2.651,82.52,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 7:28,1,4.15,6.803,2.651,82.61,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 8:27,1,4.19,6.844,2.651,82.66,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 9:27,1,4.24,6.891,2.651,82.56,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 10:27,1,4.18,6.828,2.651,82.57,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 12:11,1,4.13,6.777,2.651,82.42,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 13:11,1,4.02,6.667,2.651,82.47,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 14:10,1,4.04,6.688,2.651,82.53,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 15:10,1,4.13,6.783,2.651,82.57,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 16:10,1,4.16,6.815,2.651,82.72,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 17:10,1,4.17,6.823,2.651,82.71,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 18:10,1,3.98,6.636,2.651,82.73,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 19:10,1,3.96,6.611,2.651,82.67,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 20:10,1,4.02,6.671,2.651,82.72,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 21:10,1,4.05,6.7,2.651,82.72,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 22:10,1,4.09,6.738,2.651,82.71,,,,ColiMinder,PASS
Leander,GUS,14/11/2025 23:10,1,3.89,6.539,2.651,82.78,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 0:10,1,4.02,6.67,2.651,82.73,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 1:10,1,3.92,6.568,2.651,82.74,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 2:10,1,3.98,6.629,2.651,82.8,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 3:10,1,3.94,6.59,2.651,82.77,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 4:10,1,3.94,6.593,2.651,82.76,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 5:10,1,3.9,6.552,2.651,82.75,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 6:10,1,3.81,6.461,2.651,82.72,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 7:10,1,3.8,6.453,2.651,82.69,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 8:10,1,3.82,6.475,2.651,82.7,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 9:10,1,3.88,6.534,2.651,82.61,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 10:10,1,3.85,6.504,2.651,82.62,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 11:10,1,3.95,6.599,2.651,82.49,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 12:10,1,3.96,6.611,2.651,82.33,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 13:10,1,4.14,6.748,2.605,82.29,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 14:10,1,4.04,6.647,2.605,82.31,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 15:10,1,3.95,6.554,2.605,82.4,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 16:10,1,4.04,6.649,2.605,82.4,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 17:10,1,4.11,6.719,2.605,82.36,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 18:10,1,4.05,6.657,2.605,82.54,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 19:10,1,4.02,6.623,2.605,82.42,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 20:10,1,4.1,6.7,2.605,82.53,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 21:10,1,4.08,6.689,2.605,82.51,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 22:10,1,4.05,6.657,2.605,82.53,,,,ColiMinder,PASS
Leander,GUS,15/11/2025 23:10,1,4.12,6.721,2.605,82.52,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 0:10,1,4.15,6.753,2.605,82.57,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 1:10,1,4.31,6.915,2.605,82.56,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 2:10,1,4.25,6.852,2.605,82.59,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 3:10,1,4.34,6.947,2.605,82.59,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 4:10,1,4.45,7.054,2.605,82.62,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 5:10,1,4.65,7.251,2.605,82.6,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 6:10,1,4.99,7.594,2.605,82.55,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 7:10,1,5.32,7.923,2.605,82.54,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 8:10,1,5.2,7.807,2.605,82.53,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 9:10,1,5.21,7.813,2.605,82.34,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 10:10,1,4.75,7.352,2.605,82.37,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 11:10,1,4.63,7.238,2.605,82.37,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 12:10,1,4.5,7.102,2.605,82.4,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 13:10,1,4.41,6.999,2.592,82.27,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 14:10,1,4.44,7.032,2.592,82.29,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 15:10,1,4.21,6.801,2.592,82.5,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 16:10,1,4.3,6.889,2.592,82.5,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 17:10,1,4.15,6.739,2.592,82.48,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 18:10,1,4.15,6.74,2.592,82.51,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 19:10,1,3.9,6.488,2.592,82.58,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 20:10,1,4.04,6.634,2.592,82.65,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 21:10,1,4.02,6.616,2.592,82.69,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 22:10,1,3.99,6.587,2.592,82.68,,,,ColiMinder,PASS
Leander,GUS,16/11/2025 23:10,1,4.01,6.598,2.592,82.7,,,,ColiMinder,PASS
Leander,GUS,17/11/2025 0:10,1,3.86,6.454,2.592,82.72,,,,ColiMinder,PASS
Leander,GUS,17/11/2025 1:10,1,4.01,6.606,2.592,82.71,,,,ColiMinder,PASS
Leander,GUS,17/11/2025 2:10,1,3.99,6.583,2.592,82.71,,,,ColiMinder,PASS
Leander,GUS,17/11/2025 3:10,1,3.96,6.551,2.592,82.73,,,,ColiMinder,PASS
Leander,GUS,17/11/2025 4:10,1,3.95,6.547,2.592,82.74,,,,ColiMinder,PASS
