Device,Assay,Time (UTC),Sample Numb.,Activity,Act(raw),Act(offset),Transmission(%),Sample Notes,Notes,Descr,origin,overall_dq_check
Leander,GUS,26/11/2025 11:05,1,8.72,11.29,2.571,82.82,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 12:05,1,6.58,9.149,2.571,82.68,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 13:05,1,5.55,8.12,2.571,82.85,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 14:05,1,4.93,7.503,2.571,82.92,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 15:05,1,4.77,7.341,2.571,82.9,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 16:05,1,4.81,7.38,2.571,82.98,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 17:05,1,5.01,7.58,2.571,83,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 18:05,1,4.5,7.069,2.571,83.06,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 19:05,1,4.17,6.745,2.571,83.15,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 20:05,1,4.14,6.709,2.571,83.12,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 21:05,1,3.95,6.523,2.571,83.07,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 22:05,1,4.06,6.628,2.571,83.08,,,,ColiMinder,PASS
Leander,GUS,26/11/2025 23:05,1,3.99,6.561,2.571,83.06,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 0:05,1,4.09,6.662,2.571,83.1,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 1:05,1,4.09,6.663,2.571,83.07,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 2:05,1,4.82,7.394,2.571,83.04,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 3:05,1,4.8,7.367,2.571,83.02,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 4:05,1,4.56,7.127,2.571,83.04,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 5:05,1,4.63,7.196,2.571,83.07,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 6:05,1,4.68,7.251,2.571,83.06,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 7:05,1,5.15,7.718,2.571,83.04,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 8:05,1,5.66,8.233,2.571,82.95,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 9:05,1,7.54,10.115,2.571,82.71,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 10:05,1,7.26,9.777,2.519,82.55,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 11:05,1,6.46,8.98,2.519,82.53,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 12:05,1,6.46,8.977,2.519,82.46,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 13:05,1,5.84,8.361,2.519,82.56,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 14:05,1,5.85,8.372,2.519,82.57,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 15:05,1,7.23,9.749,2.519,82.63,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 16:05,1,6.84,9.359,2.519,82.69,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 17:05,1,6.77,9.284,2.519,82.79,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 18:05,1,6.65,9.167,2.519,82.78,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 19:05,1,6.14,8.656,2.519,82.89,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 20:05,1,5.57,8.085,2.519,82.93,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 21:05,1,5.42,7.938,2.519,82.92,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 22:05,1,5.29,7.806,2.519,82.99,,,,ColiMinder,PASS
Leander,GUS,27/11/2025 23:05,1,5.46,7.98,2.519,82.9,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 0:05,1,6.43,8.947,2.519,82.85,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 1:05,1,6.45,8.971,2.519,82.88,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 2:05,1,6.18,8.703,2.519,82.87,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 3:05,1,6.04,8.563,2.519,82.81,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 4:05,1,5.78,8.301,2.519,82.9,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 5:05,1,5.32,7.839,2.519,82.89,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 6:05,1,4.66,7.181,2.519,82.87,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 7:05,1,4.69,7.205,2.519,82.77,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 8:05,1,4.82,7.335,2.519,82.73,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 9:05,1,4.62,7.135,2.519,82.65,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 10:05,1,4.63,7.202,2.571,82.36,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 11:05,1,4.73,7.302,2.571,82.35,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 12:05,1,4.7,7.272,2.571,82.31,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 13:05,1,4.31,6.881,2.571,82.1,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 14:05,1,4.3,6.869,2.571,82.13,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 15:05,1,4.41,6.985,2.571,82.1,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 16:05,1,5.54,8.112,2.571,82.14,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 17:05,1,5.99,8.558,2.571,82.49,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 18:05,1,5.86,8.435,2.571,82.68,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 19:05,1,5.64,8.215,2.571,82.7,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 20:05,1,5.47,8.046,2.571,82.73,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 21:05,1,5.55,8.119,2.571,82.75,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 22:05,1,5.68,8.255,2.571,82.75,,,,ColiMinder,PASS
Leander,GUS,28/11/2025 23:05,1,5.45,8.023,2.571,82.79,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 0:05,1,5.74,8.31,2.571,82.72,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 1:05,1,5.54,8.114,2.571,82.73,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 2:05,1,5.42,7.991,2.571,82.72,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 3:05,1,5.14,7.706,2.571,82.78,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 4:05,1,5.23,7.805,2.571,82.72,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 5:05,1,5.45,8.018,2.571,82.73,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 6:05,1,5.94,8.509,2.571,82.61,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 7:05,1,5.78,8.354,2.571,82.66,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 8:05,1,5.62,8.187,2.571,82.64,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 9:05,1,5.72,8.288,2.571,82.46,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 10:05,1,5.43,8.022,2.592,82.47,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 11:05,1,5.47,8.058,2.592,82.33,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 12:05,1,5.25,7.844,2.592,82.25,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 13:05,1,5.02,7.614,2.592,82.25,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 14:05,1,5.1,7.696,2.592,82.01,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 15:05,1,5.17,7.763,2.592,81.96,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 16:05,1,5.3,7.893,2.592,82.12,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 17:05,1,5.34,7.928,2.592,82.32,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 18:05,1,5.28,7.87,2.592,82.41,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 19:05,1,5.29,7.879,2.592,82.44,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 20:05,1,7.39,9.984,2.592,82.15,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 21:05,1,5.09,7.683,2.592,82.61,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 22:05,1,5.25,7.845,2.592,82.59,,,,ColiMinder,PASS
Leander,GUS,29/11/2025 23:05,1,5.21,7.803,2.592,82.65,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 0:05,1,5.2,7.787,2.592,82.66,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 1:05,1,5.64,8.229,2.592,82.56,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 2:05,1,5.57,8.159,2.592,82.58,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 3:05,1,5.41,8.004,2.592,82.54,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 4:05,1,5.55,8.141,2.592,82.51,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 5:05,1,5.62,8.211,2.592,82.49,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 6:05,1,5.87,8.465,2.592,82.43,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 7:05,1,5.38,7.977,2.592,82.58,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 8:05,1,5.18,7.768,2.592,82.51,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 9:05,1,5.68,8.272,2.592,82.37,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 10:05,1,5.39,7.995,2.603,82.04,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 11:05,1,5.83,8.428,2.603,81.14,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 12:05,1,5.25,7.855,2.603,81.47,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 13:05,1,5.29,7.895,2.603,81.5,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 14:05,1,7.71,10.314,2.603,81.55,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 15:05,1,7.89,10.496,2.603,81.78,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 16:05,1,7.36,9.959,2.603,81.98,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 17:05,1,6.99,9.596,2.603,82.23,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 18:05,1,7.45,10.049,2.603,82.39,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 19:05,1,5.7,8.306,2.603,82.57,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 20:05,1,5.75,8.351,2.603,82.64,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 21:05,1,5.65,8.251,2.603,82.67,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 22:05,1,6.3,8.904,2.603,82.55,,,,ColiMinder,PASS
Leander,GUS,30/11/2025 23:05,1,5.82,8.424,2.603,82.63,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 0:05,1,5.32,7.927,2.603,82.7,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 1:05,1,5.37,7.977,2.603,82.72,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 2:05,1,5.02,7.619,2.603,82.72,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 3:05,1,5.47,8.075,2.603,82.58,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 4:05,1,5.31,7.91,2.603,82.58,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 5:05,1,5.29,7.894,2.603,82.57,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 6:05,1,5.52,8.119,2.603,82.51,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 7:05,1,5.42,8.02,2.603,82.49,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 8:05,1,5.42,8.021,2.603,82.54,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 9:05,1,5.33,7.937,2.603,82.41,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 10:05,1,6.23,8.767,2.537,82.3,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 11:05,1,7.4,9.939,2.537,82.27,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 12:05,1,6.8,9.332,2.537,82.23,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 13:05,1,6.67,9.207,2.537,82.12,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 14:05,1,6.82,9.354,2.537,82.09,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 15:05,1,6.1,8.638,2.537,82.16,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 16:05,1,5.64,8.179,2.537,82.42,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 17:05,1,5.59,8.126,2.537,82.52,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 18:05,1,5.35,7.882,2.537,82.59,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 19:05,1,5.36,7.895,2.537,82.72,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 20:05,1,5.33,7.87,2.537,82.59,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 21:05,1,5.23,7.766,2.537,82.66,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 22:05,1,5.59,8.122,2.537,82.7,,,,ColiMinder,PASS
Leander,GUS,01/12/2025 23:05,1,5.38,7.919,2.537,82.7,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 0:05,1,5.18,7.712,2.537,82.68,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 1:05,1,5.03,7.565,2.537,82.68,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 2:05,1,5.22,7.758,2.537,82.65,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 3:05,1,5.12,7.653,2.537,82.57,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 4:05,1,4.98,7.521,2.537,82.69,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 5:05,1,4.88,7.42,2.537,82.53,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 6:05,1,5.19,7.726,2.537,82.48,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 7:05,1,5.24,7.78,2.537,82.41,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 8:05,1,5.02,7.556,2.537,82.59,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 9:05,1,5.33,7.869,2.537,82.35,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 10:05,1,4.93,7.541,2.612,82.21,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 11:05,1,4.92,7.529,2.612,81.84,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 12:05,1,4.84,7.455,2.612,82.04,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 13:05,1,4.54,7.151,2.612,81.94,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 14:05,1,4.49,7.103,2.612,82.05,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 15:05,1,4.76,7.374,2.612,82.18,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 16:05,1,4.41,7.017,2.612,82.48,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 17:05,1,5.2,7.814,2.612,82.46,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 18:05,1,4.14,6.747,2.612,82.7,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 19:05,1,4.01,6.617,2.612,82.77,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 20:05,1,3.9,6.517,2.612,82.8,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 21:05,1,3.92,6.529,2.612,82.82,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 22:05,1,3.81,6.426,2.612,82.95,,,,ColiMinder,PASS
Leander,GUS,02/12/2025 23:05,1,3.72,6.336,2.612,82.94,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 0:05,1,3.72,6.33,2.612,82.95,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 1:05,1,3.73,6.342,2.612,82.98,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 2:05,1,3.74,6.348,2.612,83.01,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 3:05,1,3.75,6.364,2.612,83,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 4:05,1,3.5,6.107,2.612,83.04,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 5:05,1,3.42,6.036,2.612,83.06,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 6:05,1,3.49,6.105,2.612,82.86,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 7:05,1,3.47,6.084,2.612,83.06,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 8:05,1,3.63,6.24,2.612,83.01,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 9:05,1,3.54,6.155,2.612,82.91,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 10:05,1,3.46,6.096,2.64,82.93,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 11:05,1,3.31,5.946,2.64,82.78,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 12:05,1,3.48,6.119,2.64,82.8,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 13:05,1,3.48,6.121,2.64,82.76,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 14:05,1,3.54,6.179,2.64,82.85,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 15:05,1,3.64,6.281,2.64,82.85,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 16:05,1,3.5,6.137,2.64,82.95,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 17:05,1,3.42,6.059,2.64,82.97,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 18:05,1,3.42,6.059,2.64,82.97,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 19:05,1,3.43,6.074,2.64,82.95,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 20:05,1,3.47,6.114,2.64,83.09,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 21:05,1,3.44,6.082,2.64,83.01,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 22:05,1,3.38,6.019,2.64,83.04,,,,ColiMinder,PASS
Leander,GUS,03/12/2025 23:05,1,3.47,6.107,2.64,83.07,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 0:05,1,3.34,5.982,2.64,83.1,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 1:05,1,3.25,5.889,2.64,83.04,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 2:05,1,3.33,5.966,2.64,83.05,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 3:05,1,3.37,6.011,2.64,83.04,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 4:05,1,3.43,6.065,2.64,83.01,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 5:05,1,3.35,5.989,2.64,82.97,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 6:05,1,3.41,6.055,2.64,82.93,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 7:05,1,3.28,5.919,2.64,82.88,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 8:05,1,3.49,6.127,2.64,82.88,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 9:05,1,4.26,6.897,2.64,82.2,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 10:05,1,4.07,6.595,2.528,82.69,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 11:05,1,3.91,6.442,2.528,82.67,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 12:05,1,3.53,6.06,2.528,82.68,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 13:05,1,3.57,6.095,2.528,82.57,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 14:05,1,3.46,5.988,2.528,82.45,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 15:05,1,3.54,6.064,2.528,82.59,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 16:05,1,3.36,5.89,2.528,82.58,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 17:05,1,3.51,6.037,2.528,82.76,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 18:05,1,3.67,6.2,2.528,82.73,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 19:05,1,3.42,5.945,2.528,82.8,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 20:05,1,3.41,5.941,2.528,82.85,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 21:05,1,3.41,5.938,2.528,82.83,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 22:05,1,3.46,5.99,2.528,82.87,,,,ColiMinder,PASS
Leander,GUS,04/12/2025 23:05,1,3.4,5.924,2.528,82.95,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 0:05,1,3.34,5.866,2.528,83,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 1:05,1,3.27,5.798,2.528,82.93,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 2:05,1,3.34,5.864,2.528,82.98,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 3:05,1,3.4,5.926,2.528,82.92,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 4:05,1,3.45,5.976,2.528,82.87,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 5:05,1,3.41,5.941,2.528,82.81,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 6:05,1,3.47,5.998,2.528,82.74,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 7:05,1,3.43,5.962,2.528,82.55,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 8:05,1,3.54,6.07,2.528,82.44,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 9:05,1,3.37,5.899,2.528,82.45,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 10:05,1,3.33,5.936,2.61,82.16,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 11:05,1,3.41,6.024,2.61,82.09,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 12:05,1,3.48,6.086,2.61,82.31,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 13:05,1,3.49,6.102,2.61,82.19,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 14:05,1,3.32,5.934,2.61,82.29,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 15:05,1,3.14,5.751,2.61,82.4,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 16:05,1,3.25,5.865,2.61,82.44,,,,ColiMinder,PASS
