Device,Assay,Time (UTC),Sample Numb.,Activity,Act(raw),Act(offset),Transmission(%),Sample Notes,Notes,Descr,origin,overall_dq_check
Leander,GUS,05/12/2025 17:05,1,3.18,5.791,2.61,82.48,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 18:05,1,3.24,5.853,2.61,82.57,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 19:05,1,3.19,5.802,2.61,82.71,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 20:05,1,3.4,6.014,2.61,82.7,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 21:05,1,3.52,6.127,2.61,82.75,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 22:05,1,3.26,5.874,2.61,82.72,,,,ColiMinder,PASS
Leander,GUS,05/12/2025 23:05,1,3.15,5.761,2.61,82.72,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 0:05,1,3.25,5.859,2.61,82.81,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 1:05,1,3.04,5.652,2.61,82.86,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 2:05,1,3.16,5.77,2.61,82.89,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 3:05,1,3.15,5.763,2.61,82.86,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 4:05,1,3.26,5.866,2.61,82.84,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 5:05,1,3.18,5.793,2.61,82.73,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 6:05,1,3.37,5.978,2.61,82.75,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 7:05,1,3.28,5.887,2.61,82.88,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 8:05,1,3.39,5.996,2.61,82.82,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 9:05,1,3.23,5.841,2.61,82.79,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 10:05,1,3.23,5.906,2.671,82.81,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 11:05,1,2.93,5.598,2.671,82.66,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 12:05,1,3.03,5.706,2.671,82.77,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 13:05,1,3.05,5.725,2.671,82.73,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 14:05,1,3,5.668,2.671,82.87,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 15:05,1,3.02,5.688,2.671,82.92,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 16:05,1,2.99,5.657,2.671,83.04,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 17:05,1,2.91,5.585,2.671,83.01,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 18:05,1,2.9,5.572,2.671,82.96,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 19:05,1,2.93,5.596,2.671,83.04,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 20:05,1,2.93,5.6,2.671,82.99,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 21:05,1,2.99,5.663,2.671,83.12,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 22:05,1,2.93,5.6,2.671,83.02,,,,ColiMinder,PASS
Leander,GUS,06/12/2025 23:05,1,2.93,5.604,2.671,83.1,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 0:05,1,2.81,5.482,2.671,83.11,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 1:05,1,2.96,5.635,2.671,83.17,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 2:05,1,2.91,5.585,2.671,83.15,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 3:05,1,3.03,5.704,2.671,83.15,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 4:05,1,2.85,5.524,2.671,83.08,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 5:05,1,3.01,5.686,2.671,83.1,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 6:05,1,3.04,5.712,2.671,83.11,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 7:05,1,2.88,5.547,2.671,83.13,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 8:05,1,3.01,5.685,2.671,83.09,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 9:05,1,2.84,5.513,2.671,83.03,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 10:05,1,3.06,5.612,2.55,83.08,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 11:05,1,2.93,5.478,2.55,82.98,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 12:05,1,3.09,5.645,2.55,82.98,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 13:05,1,2.99,5.542,2.55,83.06,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 14:05,1,2.86,5.411,2.55,83.05,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 15:05,1,2.82,5.374,2.55,82.98,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 16:05,1,2.96,5.514,2.55,83.12,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 17:05,1,2.87,5.424,2.55,83.17,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 18:05,1,3.09,5.639,2.55,83.16,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 19:05,1,2.94,5.492,2.55,83.26,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 20:05,1,2.92,5.472,2.55,83.16,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 21:05,1,2.96,5.508,2.55,83.25,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 22:05,1,3.01,5.564,2.55,83.2,,,,ColiMinder,PASS
Leander,GUS,07/12/2025 23:05,1,3.15,5.703,2.55,83.24,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 0:05,1,2.94,5.486,2.55,83.18,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 1:05,1,3.04,5.587,2.55,83.25,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 2:05,1,3.13,5.682,2.55,83.29,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 3:05,1,3.2,5.748,2.55,83.28,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 4:05,1,3.08,5.632,2.55,83.27,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 5:05,1,3.02,5.571,2.55,83.24,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 6:05,1,3.07,5.624,2.55,83.22,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 7:05,1,3.11,5.662,2.55,83.25,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 8:05,1,3.06,5.606,2.55,83.23,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 9:05,1,3.14,5.695,2.55,83.17,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 10:05,1,3.06,5.65,2.595,83.04,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 11:05,1,3,5.594,2.595,83.12,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 12:05,1,3.02,5.617,2.595,83.02,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 13:05,1,3.02,5.613,2.595,83.09,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 14:05,1,2.94,5.536,2.595,83.18,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 15:05,1,2.96,5.554,2.595,83.22,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 16:05,1,3.01,5.603,2.595,83.25,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 17:05,1,2.89,5.488,2.595,83.22,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 18:05,1,2.85,5.444,2.595,83.23,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 19:05,1,2.96,5.556,2.595,83.32,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 20:05,1,2.88,5.474,2.595,83.24,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 21:05,1,2.97,5.563,2.595,83.29,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 22:05,1,3.07,5.669,2.595,83.3,,,,ColiMinder,PASS
Leander,GUS,08/12/2025 23:05,1,2.89,5.482,2.595,83.31,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 0:05,1,2.94,5.535,2.595,82.23,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 1:05,1,2.91,5.507,2.595,83.28,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 2:05,1,3,5.599,2.595,83.35,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 3:05,1,3.02,5.617,2.595,83.26,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 4:05,1,3.05,5.647,2.595,83.2,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 5:05,1,3.1,5.693,2.595,83.24,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 6:05,1,3.1,5.69,2.595,83.14,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 7:05,1,3.12,5.711,2.595,83.22,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 8:05,1,3.17,5.76,2.595,83.2,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 9:05,1,3.22,5.816,2.595,83.2,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 10:05,1,3.17,5.787,2.621,83.15,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 11:05,1,3.02,5.638,2.621,83.06,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 12:05,1,3.22,5.843,2.621,83.1,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 13:05,1,3.22,5.839,2.621,83.11,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 14:05,1,3.1,5.719,2.621,83.14,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 15:05,1,3.23,5.855,2.621,83.11,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 16:05,1,3.27,5.886,2.621,83.25,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 17:05,1,3.17,5.79,2.621,83.26,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 18:05,1,3.19,5.814,2.621,83.19,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 19:05,1,3.23,5.852,2.621,83.2,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 20:05,1,3.29,5.913,2.621,83.23,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 21:05,1,3.24,5.863,2.621,83.12,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 22:05,1,3.12,5.746,2.621,83.23,,,,ColiMinder,PASS
Leander,GUS,09/12/2025 23:05,1,3.43,6.055,2.621,83.22,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 0:05,1,3.36,5.98,2.621,83.24,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 1:05,1,3.3,5.92,2.621,83.19,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 2:05,1,3.43,6.048,2.621,83.25,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 3:05,1,3.24,5.863,2.621,83.27,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 4:05,1,3.27,5.891,2.621,83.2,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 5:05,1,3.21,5.832,2.621,83.16,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 6:05,1,3.23,5.849,2.621,83.25,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 7:05,1,3.22,5.84,2.621,83.2,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 8:05,1,3.21,5.832,2.621,83.25,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 9:05,1,3.31,5.927,2.621,83.19,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 10:05,1,3.15,5.783,2.629,83.28,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 11:05,1,3.01,5.641,2.629,83.24,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 12:05,1,3.06,5.691,2.629,83.19,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 13:05,1,3.11,5.74,2.629,83.19,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 14:05,1,3.07,5.697,2.629,83.18,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 15:05,1,3.18,5.81,2.629,83.19,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 16:05,1,3.09,5.723,2.629,83.19,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 17:05,1,3.34,5.967,2.629,83.17,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 18:05,1,3.15,5.776,2.629,83.24,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 19:05,1,3.28,5.908,2.629,83.21,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 20:05,1,3.37,5.998,2.629,83.17,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 21:05,1,3.25,5.882,2.629,83.23,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 22:05,1,3.32,5.946,2.629,83.21,,,,ColiMinder,PASS
Leander,GUS,10/12/2025 23:05,1,3.16,5.793,2.629,83.26,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 0:05,1,3.28,5.914,2.629,83.26,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 1:05,1,3.26,5.885,2.629,83.26,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 2:05,1,3.25,5.879,2.629,83.27,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 3:05,1,3.23,5.864,2.629,83.27,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 4:05,1,3.21,5.84,2.629,83.21,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 5:05,1,3.24,5.866,2.629,83.25,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 6:05,1,3.29,5.921,2.629,83.25,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 7:05,1,3.31,5.942,2.629,83.26,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 8:05,1,3.29,5.923,2.629,83.19,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 9:05,1,3.31,5.941,2.629,83.26,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 10:05,1,3.28,5.939,2.662,83.27,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 11:05,1,3.19,5.853,2.662,83.24,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 12:05,1,3.24,5.906,2.662,83.24,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 13:05,1,3.32,5.983,2.662,83.27,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 14:05,1,3.16,5.826,2.662,83.23,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 15:15,1,2.51,5.17,2.662,83.5,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 16:15,1,2.34,5.003,2.662,83.53,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 17:15,1,2.9,5.563,2.662,83.42,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 18:15,1,4.05,6.707,2.662,83.06,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 19:15,1,5.1,7.757,2.662,82.74,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 20:15,1,5.56,8.217,2.662,82.61,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 21:15,1,5.97,8.63,2.662,82.49,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 22:15,1,6.14,8.797,2.662,82.48,,,,ColiMinder,PASS
Leander,GUS,11/12/2025 23:15,1,5.63,8.297,2.662,82.49,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 0:15,1,5.77,8.427,2.662,82.57,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 1:15,1,5.3,7.966,2.662,82.57,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 2:15,1,5.54,8.202,2.662,82.61,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 3:15,1,5.26,7.925,2.662,82.65,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 4:15,1,5.02,7.685,2.662,82.7,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 5:15,1,4.97,7.636,2.662,82.73,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 6:15,1,5.4,8.065,2.662,82.77,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 7:15,1,4.8,7.459,2.662,82.81,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 8:15,1,4.59,7.255,2.662,82.81,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 9:15,1,4.78,7.443,2.662,82.79,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 10:15,1,4.63,7.293,2.662,82.84,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 11:15,1,4.49,7.151,2.662,82.87,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 12:15,1,4.61,7.267,2.662,82.85,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 13:15,1,4.86,7.518,2.662,82.84,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 14:15,1,3.43,7.024,3.59,82.87,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 15:15,1,3.35,6.94,3.59,82.91,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 16:15,1,3.28,6.874,3.59,82.94,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 17:15,1,3.46,7.054,3.59,82.95,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 18:15,1,3.42,7.008,3.59,82.95,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 19:15,1,3.38,6.968,3.59,82.98,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 20:15,1,3.13,6.721,3.59,83,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 21:15,1,3.03,6.625,3.59,83.04,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 22:15,1,3.16,6.748,3.59,83,,,,ColiMinder,PASS
Leander,GUS,12/12/2025 23:15,1,2.66,6.247,3.59,83.06,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 0:15,1,2.87,6.462,3.59,83.06,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 1:15,1,2.8,6.392,3.59,83.09,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 2:15,1,2.7,6.292,3.59,83.07,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 3:15,1,2.92,6.513,3.59,83.12,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 4:15,1,2.84,6.432,3.59,83.09,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 5:15,1,2.79,6.375,3.59,83.09,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 6:15,1,2.73,6.322,3.59,83.11,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 7:15,1,2.73,6.32,3.59,83.1,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 8:15,1,2.82,6.406,3.59,83.04,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 9:15,1,2.71,6.297,3.59,83.05,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 10:15,1,2.69,6.281,3.59,83.02,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 11:15,1,2.6,6.192,3.59,83.11,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 12:15,1,2.7,6.289,3.59,83.01,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 13:15,1,2.64,6.232,3.59,83.04,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 14:15,1,3.56,6.51,2.946,82.96,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 15:15,1,3.21,6.155,2.946,83.12,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 16:15,1,3.2,6.147,2.946,83.15,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 17:15,1,3.2,6.148,2.946,83.13,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 18:15,1,3.29,6.232,2.946,83.16,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 19:15,1,3.2,6.148,2.946,83.17,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 20:15,1,3.09,6.035,2.946,83.17,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 21:15,1,3.16,6.111,2.946,83.15,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 22:15,1,3.08,6.022,2.946,83.12,,,,ColiMinder,PASS
Leander,GUS,13/12/2025 23:15,1,3.2,6.15,2.946,83.11,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 0:15,1,3.41,6.36,2.946,83.11,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 1:15,1,3.39,6.339,2.946,83.1,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 2:15,1,3.36,6.306,2.946,83.06,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 3:15,1,3.58,6.524,2.946,83,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 4:15,1,3.64,6.586,2.946,83.07,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 5:15,1,3.57,6.518,2.946,83.06,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 6:15,1,3.19,6.133,2.946,83.02,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 7:15,1,3.04,5.991,2.946,83.05,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 8:15,1,3.1,6.049,2.946,82.95,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 9:15,1,3.08,6.03,2.946,82.94,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 10:15,1,3.56,6.505,2.946,82.92,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 11:15,1,3.94,6.89,2.946,82.85,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 12:15,1,3.65,6.592,2.946,82.9,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 13:15,1,3.82,6.764,2.946,82.95,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 14:15,1,3.68,6.357,2.677,82.99,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 15:15,1,3.4,6.074,2.677,83.03,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 16:15,1,3.56,6.235,2.677,83.07,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 17:15,1,3.38,6.058,2.677,83.1,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 18:15,1,3.53,6.204,2.677,83.08,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 19:15,1,3.37,6.05,2.677,83.12,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 20:15,1,3.37,6.048,2.677,81.96,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 21:15,1,3.28,5.956,2.677,83.17,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 22:15,1,3.2,5.881,2.677,83.16,,,,ColiMinder,PASS
Leander,GUS,14/12/2025 23:15,1,3.35,6.03,2.677,83.12,,,,ColiMinder,PASS
